id_source,ra,dec,plx,mu_r,mu_d,Gmag0,BRcol0,vh,evh,vsource,sID
2746748683780680704,0.1317706632200415,8.022268790795453,-0.5228426456451416,-0.3379183709621429,1.3904632329940796,19.3471736907959,0.7404556274414062,0.0,300.0,0,1
2746696319539384064,0.3285482796361832,7.8862468522084725,0.0445706583559513,-0.6827018857002258,1.42470121383667,19.482189178466797,0.5947399139404297,0.0,300.0,0,1
2745893989584959744,0.7142127763027595,7.207192366398236,0.0903808325529099,-0.5527691841125488,1.4046969413757324,15.830596923828125,1.037571907043457,-115.03,0.35,13,1
2745895810651091584,0.7148575194017133,7.301567821567594,-0.0010610212339088,-0.4391368627548218,1.3222392797470093,18.7507266998291,0.8326663970947266,0.0,300.0,0,1
2745605054248759424,0.9924948622467924,6.646490235883804,-0.413427323102951,-0.7602208256721497,1.800812840461731,19.035694122314453,0.6798973083496094,0.0,300.0,0,1
2745591005412035328,1.1352761703650853,6.56921579463357,-0.0549711883068085,-0.2508915066719055,1.655886173248291,18.000059127807617,0.8915367126464844,0.0,300.0,0,1
2742045419713596416,1.65505392998536,5.419648052635617,0.1863932311534882,-0.5313798785209656,1.21929132938385,19.221525192260742,0.7511310577392578,0.0,300.0,0,1
2742028759537330304,1.7404249879759013,5.219595859521772,0.0473095402121544,-0.5718491077423096,1.5222071409225464,19.586578369140625,0.7142696380615234,0.0,300.0,0,1
2740941544398891904,2.4362058073650434,4.142148951885444,0.5451928377151489,-0.6509944200515747,1.3206405639648438,18.600976943969727,0.7900257110595703,0.0,300.0,0,1
2740973155358226432,2.751824573297076,4.3089535008267,-0.2389670610427856,-0.3911618292331696,1.2472755908966064,19.204862594604492,0.6814899444580078,0.0,300.0,0,1
2740495658074575232,3.059834574500988,2.9444327924954448,-0.1587465554475784,-0.4468962848186493,1.5091842412948608,19.948694229125977,0.5848426818847656,0.0,300.0,0,1
2824376816041698560,353.208567353816,18.87530436694395,0.3345187902450562,-1.3081083297729492,1.8644098043441772,19.54656410217285,0.6206340789794922,0.0,300.0,0,1
2819454508642772096,355.28516987429504,15.815031660274759,-0.1128533035516739,-0.7615370750427246,1.7742841243743896,19.107505798339844,0.7087364196777344,-115.41825103759766,10.284838676452637,6,1
2819430701640378112,355.3718562578941,15.482531063363572,0.0604881830513477,-0.8437076210975647,1.6989901065826416,17.6273136138916,0.9032859802246094,-90.95,1.02,13,1
2771071324096101248,356.1031179269949,14.479445508317868,-0.7068374752998352,-0.7709769606590271,1.8464378118515015,19.876550674438477,0.5725994110107422,-89.85858154296875,17.868846893310547,6,1
2771054144226794240,356.1691093653235,14.303799737360267,0.2598362863063812,-1.2337814569473267,1.7003710269927979,17.60228157043457,0.90850830078125,0.0,300.0,0,1
2770229544866104448,356.5220239677027,13.849587297374379,0.3125575482845306,-1.2056933641433716,1.7231614589691162,19.409076690673828,0.6254005432128906,0.0,300.0,0,1
2770117085442227840,356.67439938826425,13.629979546725515,0.2961873114109039,-0.3998512327671051,1.4377617835998535,18.827423095703125,0.7700767517089844,0.0,300.0,0,1
2770116986659283200,356.7290598430314,13.643649077634024,-0.0576977543532848,-0.6721149682998657,1.5310335159301758,16.763343811035156,0.9506244659423828,-114.33,0.84,13,1
2769826539494848000,357.21790648077376,12.84216439982493,0.0079912906512618,-0.7435716986656189,1.5700758695602417,18.307674407958984,0.8798046112060547,-116.37,1.15,13,1
2769771701352235264,357.33523210100776,12.632499340388083,0.0598789006471634,-0.6469889879226685,1.9074987173080444,19.01435661315918,0.6722126007080078,0.0,300.0,0,1
2769730160428496512,357.417133711423,12.429112394503077,0.0548951104283333,-0.6621308922767639,1.5423753261566162,19.044036865234375,0.6988525390625,0.0,300.0,0,1
2759578678806658688,358.60652983350025,10.691867337035156,0.655992865562439,-1.2725801467895508,1.8363696336746216,19.417957305908203,0.6881999969482422,0.0,300.0,0,1
2759574108961448192,358.6927163576464,10.605683273201505,-0.0375219397246838,-0.8729190230369568,1.5166561603546143,19.770370483398438,0.6375179290771484,0.0,300.0,0,1
2759549576108224000,358.6991869707531,10.396836735161145,0.5051659345626831,-0.4986348748207092,1.0892966985702515,19.257871627807617,0.632598876953125,0.0,300.0,0,1
2759499891926521216,358.82364410925675,10.251192003523684,-0.0719333067536354,-0.0392069444060326,1.4610130786895752,19.141468048095703,0.74951171875,0.0,300.0,0,1
2759483678426722432,358.93522122449735,10.15507986587023,-0.1386373788118362,-0.9043493270874023,1.309232473373413,19.152040481567383,0.6044788360595703,0.0,300.0,0,1
2747135544371305088,359.8057803929759,8.925397726031452,0.0038002079818398,-0.5549010634422302,1.445654034614563,13.883286476135254,1.2065391540527344,-115.52,0.2,13,1
2747060811940366336,359.85423745238785,8.529314858581893,0.0948778167366982,-0.606696605682373,1.427526831626892,15.305624008178711,1.0666284561157227,-115.22,0.25,13,1
2361189744496881536,5.259906635065051,-22.25235708754782,0.3622550070285797,1.69344961643219,1.9719740152359009,18.38775634765625,0.6377010345458984,0.0,300.0,0,2
2360232830078908032,5.294266368457691,-23.15935915210336,0.0592720955610275,1.5058315992355347,1.962689757347107,16.568105697631836,0.9104042053222656,0.0,300.0,0,2
2360823229167710592,5.741573913646077,-22.052951140469084,-0.0137736471369863,2.108647346496582,2.1965267658233643,19.04244613647461,0.611968994140625,0.0,300.0,0,2
2322082383639419264,5.823185080852508,-28.00654703628628,0.2168518453836441,2.076939821243286,2.288141965866089,18.836971282958984,0.6049842834472656,0.0,300.0,0,2
2347878300816491136,5.843984906182873,-24.523033073869584,-0.1968113631010056,1.6288796663284302,2.142792224884033,19.381433486938477,0.5816211700439453,0.0,300.0,0,2
2361584920143022464,5.850603010633895,-21.754506449677795,0.0581866838037968,1.5240259170532227,2.006096839904785,14.6680908203125,1.0429716110229492,47.270275,12.760707,3,2
2322083517510817152,5.970041619054126,-27.953994917486312,-0.5845519304275513,1.7182544469833374,1.745380163192749,19.90471649169922,0.6811676025390625,0.0,300.0,0,2
2323759345029940096,5.990419175988197,-25.367651154995613,0.6986575126647949,1.5988783836364746,2.100222110748291,19.631710052490234,0.6552104949951172,0.0,300.0,0,2
2318586967455048064,6.012429600513213,-30.105493585339193,0.5190762877464294,1.2504125833511353,2.6056556701660156,19.446779251098633,0.6481552124023438,0.0,300.0,0,2
